"STATISTIC","Statistic Label","TLIST(A1)","Year","C02199V02655","Sex","C02857V03435","Type of Procedure","C02076V02508","Age Group","UNIT","VALUE"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","0901","Bone marrow / stem cell transplantation","500","45 - 54 years","Number","468"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","0901","Bone marrow / stem cell transplantation","535","55 - 64 years","Number","784"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","0901","Bone marrow / stem cell transplantation","570","65 - 74 years","Number","592"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","0901","Bone marrow / stem cell transplantation","600","75 - 84 years","Number",""
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","0901","Bone marrow / stem cell transplantation","630","85 years and over","Number",""
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","0901","Bone marrow / stem cell transplantation","-","All ages","Number","2629"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1000","Procedures on digestive system","215","0 - 14 years","Number","5127"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1000","Procedures on digestive system","310","15 - 24 years","Number","5339"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1000","Procedures on digestive system","415","25 - 34 years","Number","7606"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1000","Procedures on digestive system","465","35 - 44 years","Number","14048"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1000","Procedures on digestive system","500","45 - 54 years","Number","17430"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1000","Procedures on digestive system","535","55 - 64 years","Number","25860"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1000","Procedures on digestive system","570","65 - 74 years","Number","38362"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1000","Procedures on digestive system","600","75 - 84 years","Number","46268"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1000","Procedures on digestive system","630","85 years and over","Number","20754"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1000","Procedures on digestive system","-","All ages","Number","180793"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1001","Colonoscopy with or without biopsy","215","0 - 14 years","Number","27"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1001","Colonoscopy with or without biopsy","310","15 - 24 years","Number","609"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1001","Colonoscopy with or without biopsy","415","25 - 34 years","Number","801"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1001","Colonoscopy with or without biopsy","465","35 - 44 years","Number","1035"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1001","Colonoscopy with or without biopsy","500","45 - 54 years","Number","1580"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1001","Colonoscopy with or without biopsy","535","55 - 64 years","Number","1974"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1001","Colonoscopy with or without biopsy","570","65 - 74 years","Number","3431"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1001","Colonoscopy with or without biopsy","600","75 - 84 years","Number","5740"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1001","Colonoscopy with or without biopsy","630","85 years and over","Number","3134"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1001","Colonoscopy with or without biopsy","-","All ages","Number","18330"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1002","Colectomy","215","0 - 14 years","Number","286"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1002","Colectomy","310","15 - 24 years","Number","255"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1002","Colectomy","415","25 - 34 years","Number","371"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1002","Colectomy","465","35 - 44 years","Number",""
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1002","Colectomy","500","45 - 54 years","Number",""
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1002","Colectomy","535","55 - 64 years","Number","2503"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1002","Colectomy","570","65 - 74 years","Number",""
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1002","Colectomy","600","75 - 84 years","Number","3262"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1002","Colectomy","630","85 years and over","Number","1278"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1002","Colectomy","-","All ages","Number",""
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1003","Appendicectomy","215","0 - 14 years","Number","1945"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1003","Appendicectomy","310","15 - 24 years","Number","1871"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1003","Appendicectomy","415","25 - 34 years","Number","1016"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1003","Appendicectomy","465","35 - 44 years","Number",""
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1003","Appendicectomy","500","45 - 54 years","Number",""
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1003","Appendicectomy","535","55 - 64 years","Number","656"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1003","Appendicectomy","570","65 - 74 years","Number",""
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1003","Appendicectomy","600","75 - 84 years","Number",""
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1003","Appendicectomy","630","85 years and over","Number","64"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1003","Appendicectomy","-","All ages","Number","8088"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1004","Laparoscopic appendicectomy","215","0 - 14 years","Number","1638"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1004","Laparoscopic appendicectomy","310","15 - 24 years","Number","1838"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1004","Laparoscopic appendicectomy","415","25 - 34 years","Number","875"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1004","Laparoscopic appendicectomy","465","35 - 44 years","Number",""
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1004","Laparoscopic appendicectomy","500","45 - 54 years","Number",""
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1004","Laparoscopic appendicectomy","535","55 - 64 years","Number","582"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1004","Laparoscopic appendicectomy","570","65 - 74 years","Number",""
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1004","Laparoscopic appendicectomy","600","75 - 84 years","Number",""
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1004","Laparoscopic appendicectomy","630","85 years and over","Number",""
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1004","Laparoscopic appendicectomy","-","All ages","Number","7166"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1005","Liver transplantation","215","0 - 14 years","Number",""
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1005","Liver transplantation","310","15 - 24 years","Number",""
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1005","Liver transplantation","415","25 - 34 years","Number",""
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1005","Liver transplantation","465","35 - 44 years","Number","137"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1005","Liver transplantation","500","45 - 54 years","Number",""
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1005","Liver transplantation","535","55 - 64 years","Number","189"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1005","Liver transplantation","570","65 - 74 years","Number",""
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1005","Liver transplantation","600","75 - 84 years","Number",""
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1005","Liver transplantation","630","85 years and over","Number",""
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1005","Liver transplantation","-","All ages","Number","602"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1006","Cholecystectomy","215","0 - 14 years","Number",""
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1006","Cholecystectomy","310","15 - 24 years","Number","218"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1006","Cholecystectomy","415","25 - 34 years","Number","811"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1006","Cholecystectomy","465","35 - 44 years","Number","1176"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1006","Cholecystectomy","500","45 - 54 years","Number","1114"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1006","Cholecystectomy","535","55 - 64 years","Number","974"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1006","Cholecystectomy","570","65 - 74 years","Number","941"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1006","Cholecystectomy","600","75 - 84 years","Number","631"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1006","Cholecystectomy","630","85 years and over","Number","64"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1006","Cholecystectomy","-","All ages","Number","5972"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1007","Laparoscopic cholescystectomy","215","0 - 14 years","Number",""
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1007","Laparoscopic cholescystectomy","310","15 - 24 years","Number","204"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1007","Laparoscopic cholescystectomy","415","25 - 34 years","Number","722"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1007","Laparoscopic cholescystectomy","465","35 - 44 years","Number","1055"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1007","Laparoscopic cholescystectomy","500","45 - 54 years","Number","1004"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1007","Laparoscopic cholescystectomy","535","55 - 64 years","Number","900"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1007","Laparoscopic cholescystectomy","570","65 - 74 years","Number","701"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1007","Laparoscopic cholescystectomy","600","75 - 84 years","Number","514"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1007","Laparoscopic cholescystectomy","630","85 years and over","Number","34"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1007","Laparoscopic cholescystectomy","-","All ages","Number","5173"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1008","Repair of inguinal hernia","215","0 - 14 years","Number","7"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1008","Repair of inguinal hernia","310","15 - 24 years","Number","0"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1008","Repair of inguinal hernia","415","25 - 34 years","Number",""
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1008","Repair of inguinal hernia","465","35 - 44 years","Number","10"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1008","Repair of inguinal hernia","500","45 - 54 years","Number",""
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1008","Repair of inguinal hernia","535","55 - 64 years","Number",""
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1008","Repair of inguinal hernia","570","65 - 74 years","Number","15"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1008","Repair of inguinal hernia","600","75 - 84 years","Number","40"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1008","Repair of inguinal hernia","630","85 years and over","Number","7"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1008","Repair of inguinal hernia","-","All ages","Number","85"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1009","Laparoscopic repair of inguinal hernia","215","0 - 14 years","Number",""
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1009","Laparoscopic repair of inguinal hernia","310","15 - 24 years","Number","0"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1009","Laparoscopic repair of inguinal hernia","415","25 - 34 years","Number",""
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1009","Laparoscopic repair of inguinal hernia","465","35 - 44 years","Number",""
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1009","Laparoscopic repair of inguinal hernia","500","45 - 54 years","Number","0"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1009","Laparoscopic repair of inguinal hernia","535","55 - 64 years","Number","0"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1009","Laparoscopic repair of inguinal hernia","570","65 - 74 years","Number",""
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1009","Laparoscopic repair of inguinal hernia","600","75 - 84 years","Number",""
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1009","Laparoscopic repair of inguinal hernia","630","85 years and over","Number",""
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1009","Laparoscopic repair of inguinal hernia","-","All ages","Number","21"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1010","Laparoscopy","215","0 - 14 years","Number","13"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1010","Laparoscopy","310","15 - 24 years","Number","131"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1010","Laparoscopy","415","25 - 34 years","Number","272"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1010","Laparoscopy","465","35 - 44 years","Number","310"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1010","Laparoscopy","500","45 - 54 years","Number","251"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1010","Laparoscopy","535","55 - 64 years","Number","103"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1010","Laparoscopy","570","65 - 74 years","Number","211"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1010","Laparoscopy","600","75 - 84 years","Number","133"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1010","Laparoscopy","630","85 years and over","Number",""
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1010","Laparoscopy","-","All ages","Number","1448"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1011","Panendoscopy","215","0 - 14 years","Number","196"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1011","Panendoscopy","310","15 - 24 years","Number","885"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1011","Panendoscopy","415","25 - 34 years","Number","1452"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1011","Panendoscopy","465","35 - 44 years","Number","2756"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1011","Panendoscopy","500","45 - 54 years","Number","3261"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1011","Panendoscopy","535","55 - 64 years","Number","6036"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1011","Panendoscopy","570","65 - 74 years","Number","10883"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1011","Panendoscopy","600","75 - 84 years","Number","18111"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1011","Panendoscopy","630","85 years and over","Number","9615"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1011","Panendoscopy","-","All ages","Number","53193"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1100","Procedures on urinary system","215","0 - 14 years","Number","465"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1100","Procedures on urinary system","310","15 - 24 years","Number","453"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1100","Procedures on urinary system","415","25 - 34 years","Number","1391"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1100","Procedures on urinary system","465","35 - 44 years","Number","2935"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1100","Procedures on urinary system","500","45 - 54 years","Number","4625"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1100","Procedures on urinary system","535","55 - 64 years","Number","6467"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1100","Procedures on urinary system","570","65 - 74 years","Number","7553"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1100","Procedures on urinary system","600","75 - 84 years","Number","7920"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1100","Procedures on urinary system","630","85 years and over","Number","2634"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1100","Procedures on urinary system","-","All ages","Number","34443"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1101","Kidney transplantation","215","0 - 14 years","Number",""
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1101","Kidney transplantation","310","15 - 24 years","Number",""
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1101","Kidney transplantation","415","25 - 34 years","Number","84"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1101","Kidney transplantation","465","35 - 44 years","Number","62"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1101","Kidney transplantation","500","45 - 54 years","Number","137"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1101","Kidney transplantation","535","55 - 64 years","Number","181"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1101","Kidney transplantation","570","65 - 74 years","Number","173"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1101","Kidney transplantation","600","75 - 84 years","Number",""
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1101","Kidney transplantation","630","85 years and over","Number",""
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1101","Kidney transplantation","-","All ages","Number","681"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1102","Haemodialysis","215","0 - 14 years","Number","0"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1102","Haemodialysis","310","15 - 24 years","Number","93"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1102","Haemodialysis","415","25 - 34 years","Number","459"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1102","Haemodialysis","465","35 - 44 years","Number","844"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1102","Haemodialysis","500","45 - 54 years","Number","1183"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1102","Haemodialysis","535","55 - 64 years","Number","1408"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1102","Haemodialysis","570","65 - 74 years","Number","2264"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1102","Haemodialysis","600","75 - 84 years","Number","3182"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1102","Haemodialysis","630","85 years and over","Number","638"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1102","Haemodialysis","-","All ages","Number","10069"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1103","Peritoneal dialysis","215","0 - 14 years","Number",""
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1103","Peritoneal dialysis","310","15 - 24 years","Number","0"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1103","Peritoneal dialysis","415","25 - 34 years","Number",""
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1103","Peritoneal dialysis","465","35 - 44 years","Number",""
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1103","Peritoneal dialysis","500","45 - 54 years","Number",""
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1103","Peritoneal dialysis","535","55 - 64 years","Number","99"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1103","Peritoneal dialysis","570","65 - 74 years","Number",""
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1103","Peritoneal dialysis","600","75 - 84 years","Number",""
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1103","Peritoneal dialysis","630","85 years and over","Number",""
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1103","Peritoneal dialysis","-","All ages","Number",""
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1104","Examination procedures on bladder / cystoscopy","215","0 - 14 years","Number",""
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1104","Examination procedures on bladder / cystoscopy","310","15 - 24 years","Number",""
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1104","Examination procedures on bladder / cystoscopy","415","25 - 34 years","Number","40"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1104","Examination procedures on bladder / cystoscopy","465","35 - 44 years","Number","103"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1104","Examination procedures on bladder / cystoscopy","500","45 - 54 years","Number","111"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1104","Examination procedures on bladder / cystoscopy","535","55 - 64 years","Number","381"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1104","Examination procedures on bladder / cystoscopy","570","65 - 74 years","Number","458"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1104","Examination procedures on bladder / cystoscopy","600","75 - 84 years","Number","780"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1104","Examination procedures on bladder / cystoscopy","630","85 years and over","Number","385"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1104","Examination procedures on bladder / cystoscopy","-","All ages","Number","2281"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1105","Transurethral resection of bladder","215","0 - 14 years","Number",""
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1105","Transurethral resection of bladder","310","15 - 24 years","Number",""
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1105","Transurethral resection of bladder","415","25 - 34 years","Number",""
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1105","Transurethral resection of bladder","465","35 - 44 years","Number",""
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1105","Transurethral resection of bladder","500","45 - 54 years","Number","100"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1105","Transurethral resection of bladder","535","55 - 64 years","Number","282"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1105","Transurethral resection of bladder","570","65 - 74 years","Number","460"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1105","Transurethral resection of bladder","600","75 - 84 years","Number","519"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1105","Transurethral resection of bladder","630","85 years and over","Number",""
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1105","Transurethral resection of bladder","-","All ages","Number","1725"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1200","Procedures on male genital organs","215","0 - 14 years","Number","0"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1200","Procedures on male genital organs","310","15 - 24 years","Number",""
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1200","Procedures on male genital organs","415","25 - 34 years","Number","0"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1200","Procedures on male genital organs","465","35 - 44 years","Number",""
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1200","Procedures on male genital organs","500","45 - 54 years","Number",""
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1200","Procedures on male genital organs","535","55 - 64 years","Number",""
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1200","Procedures on male genital organs","570","65 - 74 years","Number",""
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1200","Procedures on male genital organs","600","75 - 84 years","Number",""
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1200","Procedures on male genital organs","630","85 years and over","Number",""
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1200","Procedures on male genital organs","-","All ages","Number","0"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1201","Prostatectomy","215","0 - 14 years","Number",""
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1201","Prostatectomy","310","15 - 24 years","Number",""
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1201","Prostatectomy","415","25 - 34 years","Number",""
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1201","Prostatectomy","465","35 - 44 years","Number",""
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1201","Prostatectomy","500","45 - 54 years","Number",""
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1201","Prostatectomy","535","55 - 64 years","Number",""
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1201","Prostatectomy","570","65 - 74 years","Number",""
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1201","Prostatectomy","600","75 - 84 years","Number",""
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1201","Prostatectomy","630","85 years and over","Number",""
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1201","Prostatectomy","-","All ages","Number",""
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1202","Orchidopexy","215","0 - 14 years","Number",""
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1202","Orchidopexy","310","15 - 24 years","Number",""
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1202","Orchidopexy","415","25 - 34 years","Number",""
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1202","Orchidopexy","465","35 - 44 years","Number",""
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1202","Orchidopexy","500","45 - 54 years","Number",""
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1202","Orchidopexy","535","55 - 64 years","Number",""
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1202","Orchidopexy","570","65 - 74 years","Number",""
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1202","Orchidopexy","600","75 - 84 years","Number",""
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1202","Orchidopexy","630","85 years and over","Number",""
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1202","Orchidopexy","-","All ages","Number",""
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1203","Male circumcision","215","0 - 14 years","Number",""
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1203","Male circumcision","310","15 - 24 years","Number",""
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1203","Male circumcision","415","25 - 34 years","Number",""
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1203","Male circumcision","465","35 - 44 years","Number",""
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1203","Male circumcision","500","45 - 54 years","Number",""
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1203","Male circumcision","535","55 - 64 years","Number",""
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1203","Male circumcision","570","65 - 74 years","Number",""
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1203","Male circumcision","600","75 - 84 years","Number",""
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1203","Male circumcision","630","85 years and over","Number",""
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1203","Male circumcision","-","All ages","Number",""
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1300","Gynaecological procedures","215","0 - 14 years","Number","148"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1300","Gynaecological procedures","310","15 - 24 years","Number","888"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1300","Gynaecological procedures","415","25 - 34 years","Number","3342"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1300","Gynaecological procedures","465","35 - 44 years","Number","5732"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1300","Gynaecological procedures","500","45 - 54 years","Number","4982"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1300","Gynaecological procedures","535","55 - 64 years","Number","3684"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1300","Gynaecological procedures","570","65 - 74 years","Number","4027"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1300","Gynaecological procedures","600","75 - 84 years","Number","2440"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1300","Gynaecological procedures","630","85 years and over","Number","568"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1300","Gynaecological procedures","-","All ages","Number","25809"
