"STATISTIC","Statistic Label","TLIST(A1)","Year","C02199V02655","Sex","C02857V03435","Type of Procedure","C02076V02508","Age Group","UNIT","VALUE"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","1000","Procedures on digestive system","465","35 - 44 years","Number","12437"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","1000","Procedures on digestive system","500","45 - 54 years","Number","21416"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","1000","Procedures on digestive system","535","55 - 64 years","Number","30981"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","1000","Procedures on digestive system","570","65 - 74 years","Number","46732"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","1000","Procedures on digestive system","600","75 - 84 years","Number","43325"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","1000","Procedures on digestive system","630","85 years and over","Number","16061"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","1000","Procedures on digestive system","-","All ages","Number","192644"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","1001","Colonoscopy with or without biopsy","215","0 - 14 years","Number","64"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","1001","Colonoscopy with or without biopsy","310","15 - 24 years","Number","576"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","1001","Colonoscopy with or without biopsy","415","25 - 34 years","Number","847"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","1001","Colonoscopy with or without biopsy","465","35 - 44 years","Number","1487"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","1001","Colonoscopy with or without biopsy","500","45 - 54 years","Number","1745"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","1001","Colonoscopy with or without biopsy","535","55 - 64 years","Number","2856"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","1001","Colonoscopy with or without biopsy","570","65 - 74 years","Number","4866"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","1001","Colonoscopy with or without biopsy","600","75 - 84 years","Number","5690"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","1001","Colonoscopy with or without biopsy","630","85 years and over","Number","2182"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","1001","Colonoscopy with or without biopsy","-","All ages","Number","20311"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","1002","Colectomy","215","0 - 14 years","Number","189"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","1002","Colectomy","310","15 - 24 years","Number","613"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","1002","Colectomy","415","25 - 34 years","Number","666"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","1002","Colectomy","465","35 - 44 years","Number","547"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","1002","Colectomy","500","45 - 54 years","Number",""
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","1002","Colectomy","535","55 - 64 years","Number","2041"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","1002","Colectomy","570","65 - 74 years","Number",""
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","1002","Colectomy","600","75 - 84 years","Number",""
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","1002","Colectomy","630","85 years and over","Number","983"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","1002","Colectomy","-","All ages","Number",""
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","1003","Appendicectomy","215","0 - 14 years","Number","3372"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","1003","Appendicectomy","310","15 - 24 years","Number",""
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","1003","Appendicectomy","415","25 - 34 years","Number",""
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","1003","Appendicectomy","465","35 - 44 years","Number",""
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","1003","Appendicectomy","500","45 - 54 years","Number","681"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","1003","Appendicectomy","535","55 - 64 years","Number","583"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","1003","Appendicectomy","570","65 - 74 years","Number",""
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","1003","Appendicectomy","600","75 - 84 years","Number","344"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","1003","Appendicectomy","630","85 years and over","Number",""
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","1003","Appendicectomy","-","All ages","Number","10276"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","1004","Laparoscopic appendicectomy","215","0 - 14 years","Number","2653"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","1004","Laparoscopic appendicectomy","310","15 - 24 years","Number",""
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","1004","Laparoscopic appendicectomy","415","25 - 34 years","Number",""
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","1004","Laparoscopic appendicectomy","465","35 - 44 years","Number",""
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","1004","Laparoscopic appendicectomy","500","45 - 54 years","Number","611"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","1004","Laparoscopic appendicectomy","535","55 - 64 years","Number","485"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","1004","Laparoscopic appendicectomy","570","65 - 74 years","Number",""
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","1004","Laparoscopic appendicectomy","600","75 - 84 years","Number","196"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","1004","Laparoscopic appendicectomy","630","85 years and over","Number",""
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","1004","Laparoscopic appendicectomy","-","All ages","Number","8716"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","1005","Liver transplantation","215","0 - 14 years","Number",""
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","1005","Liver transplantation","310","15 - 24 years","Number",""
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","1005","Liver transplantation","415","25 - 34 years","Number",""
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","1005","Liver transplantation","465","35 - 44 years","Number",""
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","1005","Liver transplantation","500","45 - 54 years","Number",""
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","1005","Liver transplantation","535","55 - 64 years","Number","234"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","1005","Liver transplantation","570","65 - 74 years","Number",""
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","1005","Liver transplantation","600","75 - 84 years","Number",""
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","1005","Liver transplantation","630","85 years and over","Number",""
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","1005","Liver transplantation","-","All ages","Number","500"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","1006","Cholecystectomy","215","0 - 14 years","Number",""
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","1006","Cholecystectomy","310","15 - 24 years","Number","34"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","1006","Cholecystectomy","415","25 - 34 years","Number","130"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","1006","Cholecystectomy","465","35 - 44 years","Number","325"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","1006","Cholecystectomy","500","45 - 54 years","Number","748"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","1006","Cholecystectomy","535","55 - 64 years","Number","871"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","1006","Cholecystectomy","570","65 - 74 years","Number","1400"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","1006","Cholecystectomy","600","75 - 84 years","Number","932"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","1006","Cholecystectomy","630","85 years and over","Number","85"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","1006","Cholecystectomy","-","All ages","Number","4540"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","1007","Laparoscopic cholescystectomy","215","0 - 14 years","Number",""
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","1007","Laparoscopic cholescystectomy","310","15 - 24 years","Number","34"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","1007","Laparoscopic cholescystectomy","415","25 - 34 years","Number","122"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","1007","Laparoscopic cholescystectomy","465","35 - 44 years","Number","290"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","1007","Laparoscopic cholescystectomy","500","45 - 54 years","Number","663"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","1007","Laparoscopic cholescystectomy","535","55 - 64 years","Number","662"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","1007","Laparoscopic cholescystectomy","570","65 - 74 years","Number","1148"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","1007","Laparoscopic cholescystectomy","600","75 - 84 years","Number","602"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","1007","Laparoscopic cholescystectomy","630","85 years and over","Number","59"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","1007","Laparoscopic cholescystectomy","-","All ages","Number","3584"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","1008","Repair of inguinal hernia","215","0 - 14 years","Number","279"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","1008","Repair of inguinal hernia","310","15 - 24 years","Number","17"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","1008","Repair of inguinal hernia","415","25 - 34 years","Number","26"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","1008","Repair of inguinal hernia","465","35 - 44 years","Number","97"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","1008","Repair of inguinal hernia","500","45 - 54 years","Number","115"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","1008","Repair of inguinal hernia","535","55 - 64 years","Number","234"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","1008","Repair of inguinal hernia","570","65 - 74 years","Number","465"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","1008","Repair of inguinal hernia","600","75 - 84 years","Number","555"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","1008","Repair of inguinal hernia","630","85 years and over","Number","174"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","1008","Repair of inguinal hernia","-","All ages","Number","1960"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","1009","Laparoscopic repair of inguinal hernia","215","0 - 14 years","Number","13"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","1009","Laparoscopic repair of inguinal hernia","310","15 - 24 years","Number",""
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","1009","Laparoscopic repair of inguinal hernia","415","25 - 34 years","Number","9"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","1009","Laparoscopic repair of inguinal hernia","465","35 - 44 years","Number","44"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","1009","Laparoscopic repair of inguinal hernia","500","45 - 54 years","Number","29"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","1009","Laparoscopic repair of inguinal hernia","535","55 - 64 years","Number","61"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","1009","Laparoscopic repair of inguinal hernia","570","65 - 74 years","Number","50"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","1009","Laparoscopic repair of inguinal hernia","600","75 - 84 years","Number","56"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","1009","Laparoscopic repair of inguinal hernia","630","85 years and over","Number",""
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","1009","Laparoscopic repair of inguinal hernia","-","All ages","Number","268"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","1010","Laparoscopy","215","0 - 14 years","Number",""
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","1010","Laparoscopy","310","15 - 24 years","Number","51"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","1010","Laparoscopy","415","25 - 34 years","Number","35"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","1010","Laparoscopy","465","35 - 44 years","Number",""
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","1010","Laparoscopy","500","45 - 54 years","Number","132"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","1010","Laparoscopy","535","55 - 64 years","Number","173"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","1010","Laparoscopy","570","65 - 74 years","Number","135"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","1010","Laparoscopy","600","75 - 84 years","Number","121"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","1010","Laparoscopy","630","85 years and over","Number",""
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","1010","Laparoscopy","-","All ages","Number","895"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","1011","Panendoscopy","215","0 - 14 years","Number","702"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","1011","Panendoscopy","310","15 - 24 years","Number","719"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","1011","Panendoscopy","415","25 - 34 years","Number","1117"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","1011","Panendoscopy","465","35 - 44 years","Number","2406"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","1011","Panendoscopy","500","45 - 54 years","Number","5817"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","1011","Panendoscopy","535","55 - 64 years","Number","7447"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","1011","Panendoscopy","570","65 - 74 years","Number","13094"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","1011","Panendoscopy","600","75 - 84 years","Number","15512"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","1011","Panendoscopy","630","85 years and over","Number","6875"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","1011","Panendoscopy","-","All ages","Number","53686"
